web-scraper-order,web-scraper-start-url,type_chaussures,Prix,Adresse,Image_lien,Image_lien-href
"1739393952-459","https://sn.coinafrique.com/categorie/chaussures-enfants","Claquettes enfants","3 500CFA","HLM, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2141792"
"1739393952-460","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","10 000CFA","Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2136742"
"1739393952-461","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","5 000CFA","HLM, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2132107"
"1739393952-462","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2107561"
"1739393952-463","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","10 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2089890"
"1739393952-464","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","1 000CFA","Les Parcelles Assainies, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2085293"
"1739393952-465","https://sn.coinafrique.com/categorie/chaussures-enfants","Mocassins enfant","8 000CFA","Fann, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-2076365"
"1739393952-466","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures /  garçon","8 000CFA","Fann, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcon-2076146"
"1739393952-467","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","10 000CFA","Fann, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2065087"
"1739393952-468","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","10 000CFA","Fann, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2065082"
"1739393952-469","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","10 000CFA","Fann, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2065078"
"1739393952-470","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","7 000CFA","HLM, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2063105"
"1739393952-471","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","7 000CFA","HLM, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2063093"
"1739393952-472","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","10 000CFA","Fann, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2061931"
"1739393952-473","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","10 000CFA","Fann, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2061930"
"1739393952-474","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","10 000CFA","Fann, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2061928"
"1739393952-475","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","10 000CFA","Fann, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2061925"
"1739393952-476","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","10 000CFA","Fann, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2061921"
"1739393952-477","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","15 000CFA","Fann, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2059409"
"1739393952-478","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussons bébé","1 000CFA","Rufisque, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussons-bebe-1910111"
"1739393952-479","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","10 000CFA","Fass, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1908886"
"1739393952-480","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","12 000CFA","Fass, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1907189"
"1739393952-481","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures bébé","5 000CFA","Rufisque, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-1906443"
"1739393952-482","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures / bébé fille","5 000CFA","Rufisque, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-fille-1906434"
"1739393952-483","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures bébé garçon","5 000CFA","Rufisque, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-garcon-1906399"
"1739393952-484","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant Cat & Jack","7 000CFA","Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-cat-et-jack-1873847"
"1739393952-485","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures bébé","2 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-1860238"
"1739393952-486","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Grand Yoff, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1828175"
"1739393952-487","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","Prix sur demande","Grand Yoff, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1828156"
"1739393952-488","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1739397"
"1739393952-489","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","10 000CFA","Les Parcelles Assainies, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1711436"
"1739393952-490","https://sn.coinafrique.com/categorie/chaussures-enfants","Claquettes filles","10 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-filles-1679922"
"1739393952-491","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures  enfants","Prix sur demande","Fass, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612546"
"1739393952-492","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","Prix sur demande","Fass, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612540"
"1739393952-493","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures  enfants","Prix sur demande","Fass, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612534"
"1739393952-494","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","Prix sur demande","Fass, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612532"
"1739393952-495","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1607931"
"1739393952-496","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures Enfants","Prix sur demande","Fass, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1581553"
"1739393952-497","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","5 000CFA","Fass, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1581551"
"1739393952-498","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures pour enfant","5 000CFA","Fass, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-1581547"
"1739393952-499","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","5 000CFA","Fass, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1581543"
"1739393952-500","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","5 000CFA","Fass, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1581540"
"1739393952-501","https://sn.coinafrique.com/categorie/chaussures-enfants","Baskets Jordan 6","40 000CFA","Thies Nord, Thiès, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-6-1566247"
"1739393952-502","https://sn.coinafrique.com/categorie/chaussures-enfants","Baskets Jordan","40 000CFA","Thies Nord, Thiès, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-1566225"
"1739393952-503","https://sn.coinafrique.com/categorie/chaussures-enfants","Sandales pour enfants","Prix sur demande","Fass, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-pour-enfants-1565794"
"1739393952-504","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","Prix sur demande","Sicap-Liberté, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1413364"
"1739393952-505","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","10 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1409266"
"1739393952-506","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","7 000CFA","Les Parcelles Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1388690"
"1739393952-507","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures anti-dérapantes","4 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-anti-derapantes-1381082"
"1739393952-508","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures pour fille","12 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-fille-1369049"
"1739393952-509","https://sn.coinafrique.com/categorie/chaussures-enfants","Coffrets pour enfants","6 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/coffrets-pour-enfants-1357961"
"1739393952-510","https://sn.coinafrique.com/categorie/chaussures-enfants","Claquettes pour fille","9 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-pour-fille-1352820"
"1739393952-511","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures","Prix sur demande","HLM, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-1273021"
"1739393952-512","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures classe","7 500CFA","Guediawaye, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-classe-1271193"
"1739393952-513","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","3 500CFA","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1270845"
"1739393952-514","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures bébé","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-1261223"
"1739393952-515","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1257492"
"1739393952-516","https://sn.coinafrique.com/categorie/chaussures-enfants","Claquettes enfants","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-1243853"
"1739393952-517","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","Prix sur demande","Guediawaye, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1215779"
"1739393952-518","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","7 000CFA","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1183496"
"1739393952-519","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","3 000CFA","Les Parcelles Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1131220"
"1739393952-520","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1107988"
"1739393952-521","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures Enfants","5 000CFA","Les Parcelles Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1088264"
"1739393952-522","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures - enfant","8 000CFA","Ouakam, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1061846"
"1739393952-523","https://sn.coinafrique.com/categorie/chaussures-enfants","Mocassins Enfant","5 000CFA","Les Parcelles Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-1056625"
"1739393952-524","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","12 500CFA","Rufisque, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1048681"
"1739393952-525","https://sn.coinafrique.com/categorie/chaussures-enfants","Mocassins enfant","4 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-1025460"
"1739393952-526","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures pour enfant","3 000CFA","Keur Massar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-997837"
"1739393952-527","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures pour enfant","4 000CFA","Keur Massar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-997786"
"1739393952-528","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures","7 000CFA","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-991150"
"1739393952-529","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures garçons","3 000CFA","M'bour, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-989602"
"1739393952-530","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures filles","3 000CFA","M'bour, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-989597"
"1739393952-531","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures petite fille","3 000CFA","M'bour, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-989571"
"1739393952-532","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures petit  garçon","2 500CFA","M'bour, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petit-garcon-989555"
"1739393952-533","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures originales","7 000CFA","Patte d'Oie, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-originales-971817"
"1739393952-534","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","7 000CFA","Les Parcelles Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-971814"
"1739393952-535","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures de qualité","20 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-de-qualite-963710"
"1739393952-536","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","10 000CFA","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-961311"
"1739393952-537","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures et sacs - enfants","15 000CFA","Saly, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-et-sacs-enfants-947507"
"1739393952-538","https://sn.coinafrique.com/categorie/chaussures-enfants","Baskets Lacoste - enfant","15 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-lacoste-enfant-919329"
"1739393952-539","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","10 000CFA","Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-919324"
"1739393952-540","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants Zara","7 000CFA","Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-zara-905654"
"1739393952-541","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905461"
"1739393952-542","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905455"
"1739393952-543","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905452"
"1739393952-544","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905450"
"1739393952-545","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905446"
"1739393952-546","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures  enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905442"
"1739393952-547","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures  enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905439"
"1739393952-548","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures  enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905437"
"1739393952-549","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures pour enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905432"
"1739393952-550","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures  enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905430"
"1739393952-551","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures pour enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905429"
"1739393952-552","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures  enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905424"
"1739393952-553","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905422"
"1739393952-554","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures   enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905416"
"1739393952-555","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures  enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905412"
"1739393952-556","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905410"
"1739393952-557","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905406"
"1739393952-558","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures  enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905401"
"1739393952-559","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905399"
"1739393952-560","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905397"
"1739393952-561","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394"
"1739393952-562","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388"
"1739393952-563","https://sn.coinafrique.com/categorie/chaussures-enfants","chaussures  enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385"
"1739393952-564","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures  enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383"
"1739393952-565","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378"
"1739393952-566","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures pour enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376"
"1739393952-567","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373"
"1739393952-568","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369"
"1739393952-569","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367"
"1739393952-570","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365"
"1739393952-571","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363"
"1739393952-572","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905360"
"1739393952-573","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures pour enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905353"
"1739393952-574","https://sn.coinafrique.com/categorie/chaussures-enfants","Baskets","12 000CFA","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-902727"
"1739393952-575","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures Enfants","12 000CFA","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-902724"
"1739393952-576","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","10 000CFA","Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-894314"
"1739393952-577","https://sn.coinafrique.com/categorie/chaussures-enfants","Claquettes enfant","8 000CFA","Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-894267"
"1739393952-578","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures Baskets","15 000CFA","Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-baskets-894226"
"1739393952-579","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","8 000CFA","Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-894185"
"1739393952-580","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-892623"
"1739393952-581","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892617"
